id,zone_id,zone_name,location,timestamp,flow_rate,total_volume,pressure,is_anomaly,anomaly_score,label,hour,day_of_week,is_night,baseline_flow,flow_ratio
63,1,Residential North,North Block,2024-04-01 05:10:00,1.0518,5.2589,3.629,False,0.1251,Normal,5,Monday,True,1.2,0.876
64,1,Residential North,North Block,2024-04-01 05:15:00,3.3586,16.7929,2.356,True,0.5748,Anomaly,5,Monday,True,1.2,2.799
65,1,Residential North,North Block,2024-04-01 05:20:00,1.0023,5.0116,2.893,False,0.0201,Normal,5,Monday,True,1.2,0.835
66,1,Residential North,North Block,2024-04-01 05:25:00,1.1353,5.6767,3.737,False,0.0409,Normal,5,Monday,True,1.2,0.946
67,1,Residential North,North Block,2024-04-01 05:30:00,1.0676,5.3379,3.302,False,0.0951,Normal,5,Monday,True,1.2,0.89
68,1,Residential North,North Block,2024-04-01 05:35:00,0.9458,4.7291,3.547,False,0.1269,Normal,5,Monday,True,1.2,0.788
69,1,Residential North,North Block,2024-04-01 05:40:00,1.0329,5.1647,3.612,False,0.0005,Normal,5,Monday,True,1.2,0.861
70,1,Residential North,North Block,2024-04-01 05:45:00,1.0453,5.2265,3.323,False,0.1112,Normal,5,Monday,True,1.2,0.871
71,1,Residential North,North Block,2024-04-01 05:50:00,1.0683,5.3413,3.518,False,0.0113,Normal,5,Monday,True,1.2,0.89
72,1,Residential North,North Block,2024-04-01 05:55:00,1.1378,5.689,3.286,False,0.1252,Normal,5,Monday,True,1.2,0.948
73,1,Residential North,North Block,2024-04-01 06:00:00,1.2187,6.0936,3.626,False,0.0462,Normal,6,Monday,False,1.2,1.016
74,1,Residential North,North Block,2024-04-01 06:05:00,1.234,6.1702,2.929,False,0.1348,Normal,6,Monday,False,1.2,1.028
75,1,Residential North,North Block,2024-04-01 06:10:00,1.2001,6.0004,3.64,False,0.117,Normal,6,Monday,False,1.2,1.0
76,1,Residential North,North Block,2024-04-01 06:15:00,1.1305,5.6525,3.732,False,0.0232,Normal,6,Monday,False,1.2,0.942
77,1,Residential North,North Block,2024-04-01 06:20:00,1.3082,6.541,2.883,False,0.1216,Normal,6,Monday,False,1.2,1.09
78,1,Residential North,North Block,2024-04-01 06:25:00,1.2968,6.4841,3.576,False,0.0498,Normal,6,Monday,False,1.2,1.081
79,1,Residential North,North Block,2024-04-01 06:30:00,1.2386,6.1932,2.933,False,0.1216,Normal,6,Monday,False,1.2,1.032
80,1,Residential North,North Block,2024-04-01 06:35:00,1.2067,6.0334,3.36,False,0.1308,Normal,6,Monday,False,1.2,1.006
81,1,Residential North,North Block,2024-04-01 06:40:00,1.219,6.0952,4.044,False,0.069,Normal,6,Monday,False,1.2,1.016
82,1,Residential North,North Block,2024-04-01 06:45:00,1.2121,6.0606,3.293,False,0.0035,Normal,6,Monday,False,1.2,1.01
83,1,Residential North,North Block,2024-04-01 06:50:00,1.1434,5.7169,4.029,False,0.145,Normal,6,Monday,False,1.2,0.953
84,1,Residential North,North Block,2024-04-01 06:55:00,1.1618,5.809,3.265,False,0.1472,Normal,6,Monday,False,1.2,0.968
85,1,Residential North,North Block,2024-04-01 07:00:00,1.3518,6.759,3.445,False,0.1456,Normal,7,Monday,False,1.2,1.126
86,1,Residential North,North Block,2024-04-01 07:05:00,1.3701,6.8503,3.445,False,0.0163,Normal,7,Monday,False,1.2,1.142
87,1,Residential North,North Block,2024-04-01 07:10:00,1.3172,6.5862,3.242,False,0.0909,Normal,7,Monday,False,1.2,1.098
88,1,Residential North,North Block,2024-04-01 07:15:00,1.2652,6.3258,3.76,False,0.0382,Normal,7,Monday,False,1.2,1.054
89,1,Residential North,North Block,2024-04-01 07:20:00,1.461,7.305,3.507,False,0.0808,Normal,7,Monday,False,1.2,1.217
90,1,Residential North,North Block,2024-04-01 07:25:00,1.3197,6.5986,3.053,False,0.0546,Normal,7,Monday,False,1.2,1.1
91,1,Residential North,North Block,2024-04-01 07:30:00,1.2967,6.4833,3.269,False,0.0471,Normal,7,Monday,False,1.2,1.081
92,1,Residential North,North Block,2024-04-01 07:35:00,1.3147,6.5733,3.251,False,0.0464,Normal,7,Monday,False,1.2,1.096
93,1,Residential North,North Block,2024-04-01 07:40:00,1.2832,6.4158,3.645,False,0.0191,Normal,7,Monday,False,1.2,1.069
94,1,Residential North,North Block,2024-04-01 07:45:00,1.4082,7.0411,3.335,False,0.1354,Normal,7,Monday,False,1.2,1.174
95,1,Residential North,North Block,2024-04-01 07:50:00,1.3004,6.5022,3.859,False,0.0001,Normal,7,Monday,False,1.2,1.084
96,1,Residential North,North Block,2024-04-01 07:55:00,1.2527,6.2637,3.668,False,0.0982,Normal,7,Monday,False,1.2,1.044
97,1,Residential North,North Block,2024-04-01 08:00:00,1.4011,7.0056,3.574,False,0.071,Normal,8,Monday,False,1.2,1.168
98,1,Residential North,North Block,2024-04-01 08:05:00,1.4504,7.2522,3.325,False,0.0127,Normal,8,Monday,False,1.2,1.209
99,1,Residential North,North Block,2024-04-01 08:10:00,1.4036,7.0181,3.299,False,0.1228,Normal,8,Monday,False,1.2,1.17
100,1,Residential North,North Block,2024-04-01 08:15:00,2.5444,12.7221,3.121,True,0.6403,Anomaly,8,Monday,False,1.2,2.12
101,1,Residential North,North Block,2024-04-01 08:20:00,1.4537,7.2684,3.406,False,0.0622,Normal,8,Monday,False,1.2,1.211
102,1,Residential North,North Block,2024-04-01 08:25:00,1.4717,7.3584,3.935,False,0.0742,Normal,8,Monday,False,1.2,1.226
103,1,Residential North,North Block,2024-04-01 08:30:00,1.4365,7.1824,3.474,False,0.1126,Normal,8,Monday,False,1.2,1.197
104,1,Residential North,North Block,2024-04-01 08:35:00,1.4895,7.4475,3.696,False,0.0264,Normal,8,Monday,False,1.2,1.241
105,1,Residential North,North Block,2024-04-01 08:40:00,1.4209,7.1043,3.489,False,0.0374,Normal,8,Monday,False,1.2,1.184
106,1,Residential North,North Block,2024-04-01 08:45:00,1.3361,6.6806,3.646,False,0.1001,Normal,8,Monday,False,1.2,1.113
107,1,Residential North,North Block,2024-04-01 08:50:00,1.3188,6.5938,3.085,False,0.1337,Normal,8,Monday,False,1.2,1.099
108,1,Residential North,North Block,2024-04-01 08:55:00,1.4264,7.1318,3.151,False,0.1246,Normal,8,Monday,False,1.2,1.189
109,1,Residential North,North Block,2024-04-01 09:00:00,1.6185,8.0924,3.202,False,0.0712,Normal,9,Monday,False,1.2,1.349
110,1,Residential North,North Block,2024-04-01 09:05:00,1.5409,7.7045,3.927,False,0.1149,Normal,9,Monday,False,1.2,1.284
111,1,Residential North,North Block,2024-04-01 09:10:00,1.5058,7.529,3.328,False,0.0116,Normal,9,Monday,False,1.2,1.255
112,1,Residential North,North Block,2024-04-01 09:15:00,1.5322,7.6612,3.761,False,0.081,Normal,9,Monday,False,1.2,1.277
113,1,Residential North,North Block,2024-04-01 09:20:00,1.5503,7.7513,3.958,False,0.106,Normal,9,Monday,False,1.2,1.292
114,1,Residential North,North Block,2024-04-01 09:25:00,1.4767,7.3833,3.706,False,0.0624,Normal,9,Monday,False,1.2,1.231
115,1,Residential North,North Block,2024-04-01 09:30:00,1.4253,7.1266,3.813,False,0.0876,Normal,9,Monday,False,1.2,1.188
116,1,Residential North,North Block,2024-04-01 09:35:00,2.6599,13.2995,2.699,True,0.6932,Anomaly,9,Monday,False,1.2,2.217
117,1,Residential North,North Block,2024-04-01 09:40:00,1.6293,8.1467,2.909,False,0.0629,Normal,9,Monday,False,1.2,1.358
118,1,Residential North,North Block,2024-04-01 09:45:00,1.4612,7.3061,3.383,False,0.0331,Normal,9,Monday,False,1.2,1.218
119,1,Residential North,North Block,2024-04-01 09:50:00,1.526,7.6301,3.529,False,0.0504,Normal,9,Monday,False,1.2,1.272
120,1,Residential North,North Block,2024-04-01 09:55:00,1.5097,7.5485,3.602,False,0.0701,Normal,9,Monday,False,1.2,1.258
121,1,Residential North,North Block,2024-04-01 10:00:00,1.6056,8.028,3.451,False,0.0591,Normal,10,Monday,False,1.2,1.338
122,1,Residential North,North Block,2024-04-01 10:05:00,1.7005,8.5027,3.573,False,0.0204,Normal,10,Monday,False,1.2,1.417
123,1,Residential North,North Block,2024-04-01 10:10:00,1.6714,8.3569,3.591,False,0.0317,Normal,10,Monday,False,1.2,1.393
124,1,Residential North,North Block,2024-04-01 10:15:00,1.6198,8.0991,3.208,False,0.1128,Normal,10,Monday,False,1.2,1.35
125,1,Residential North,North Block,2024-04-01 10:20:00,1.6153,8.0767,3.624,False,0.0029,Normal,10,Monday,False,1.2,1.346
126,1,Residential North,North Block,2024-04-01 10:25:00,1.6714,8.3569,3.5,False,0.0975,Normal,10,Monday,False,1.2,1.393
127,1,Residential North,North Block,2024-04-01 10:30:00,1.5575,7.7875,3.09,False,0.1424,Normal,10,Monday,False,1.2,1.298
128,1,Residential North,North Block,2024-04-01 10:35:00,1.6499,8.2496,3.522,False,0.0189,Normal,10,Monday,False,1.2,1.375
129,1,Residential North,North Block,2024-04-01 10:40:00,1.577,7.8849,3.418,False,0.1049,Normal,10,Monday,False,1.2,1.314
130,1,Residential North,North Block,2024-04-01 10:45:00,1.6562,8.281,3.857,False,0.1122,Normal,10,Monday,False,1.2,1.38
131,1,Residential North,North Block,2024-04-01 10:50:00,2.6918,13.4589,2.093,True,0.6693,Anomaly,10,Monday,False,1.2,2.243
132,1,Residential North,North Block,2024-04-01 10:55:00,1.6739,8.3697,3.422,False,0.1073,Normal,10,Monday,False,1.2,1.395
133,1,Residential North,North Block,2024-04-01 11:00:00,1.6329,8.1646,3.108,False,0.0153,Normal,11,Monday,False,1.2,1.361
134,1,Residential North,North Block,2024-04-01 11:05:00,1.7115,8.5577,3.172,False,0.0182,Normal,11,Monday,False,1.2,1.426
135,1,Residential North,North Block,2024-04-01 11:10:00,1.6749,8.3746,3.229,False,0.0643,Normal,11,Monday,False,1.2,1.396
136,1,Residential North,North Block,2024-04-01 11:15:00,1.6089,8.0443,3.49,False,0.1274,Normal,11,Monday,False,1.2,1.341
137,1,Residential North,North Block,2024-04-01 11:20:00,1.784,8.9199,3.97,False,0.0953,Normal,11,Monday,False,1.2,1.487
138,1,Residential North,North Block,2024-04-01 11:25:00,1.6466,8.2332,3.191,False,0.1101,Normal,11,Monday,False,1.2,1.372
139,1,Residential North,North Block,2024-04-01 11:30:00,1.6499,8.2496,4.041,False,0.0807,Normal,11,Monday,False,1.2,1.375
140,1,Residential North,North Block,2024-04-01 11:35:00,1.5743,7.8713,3.691,False,0.0403,Normal,11,Monday,False,1.2,1.312
141,1,Residential North,North Block,2024-04-01 11:40:00,1.6761,8.3803,3.388,False,0.1322,Normal,11,Monday,False,1.2,1.397
142,1,Residential North,North Block,2024-04-01 11:45:00,3.4033,17.0163,3.681,True,0.5455,Anomaly,11,Monday,False,1.2,2.836
143,1,Residential North,North Block,2024-04-01 11:50:00,1.6889,8.4447,4.021,False,0.0511,Normal,11,Monday,False,1.2,1.407
144,1,Residential North,North Block,2024-04-01 11:55:00,1.6491,8.2454,3.27,False,0.0015,Normal,11,Monday,False,1.2,1.374
145,1,Residential North,North Block,2024-04-01 12:00:00,1.7622,8.8111,3.745,False,0.0733,Normal,12,Monday,False,1.2,1.469
146,1,Residential North,North Block,2024-04-01 12:05:00,1.6485,8.2424,3.097,False,0.0736,Normal,12,Monday,False,1.2,1.374
147,1,Residential North,North Block,2024-04-01 12:10:00,1.7154,8.5771,3.617,False,0.1038,Normal,12,Monday,False,1.2,1.43
148,1,Residential North,North Block,2024-04-01 12:15:00,1.6208,8.1039,3.333,False,0.0796,Normal,12,Monday,False,1.2,1.351
149,1,Residential North,North Block,2024-04-01 12:20:00,1.6786,8.3931,3.231,False,0.1054,Normal,12,Monday,False,1.2,1.399
150,1,Residential North,North Block,2024-04-01 12:25:00,1.6797,8.3987,3.652,False,0.0289,Normal,12,Monday,False,1.2,1.4
151,1,Residential North,North Block,2024-04-01 12:30:00,1.5809,7.9044,3.386,False,0.0278,Normal,12,Monday,False,1.2,1.317
152,1,Residential North,North Block,2024-04-01 12:35:00,1.5841,7.9206,3.548,False,0.1465,Normal,12,Monday,False,1.2,1.32
153,1,Residential North,North Block,2024-04-01 12:40:00,1.6743,8.3716,3.635,False,0.0291,Normal,12,Monday,False,1.2,1.395
154,1,Residential North,North Block,2024-04-01 12:45:00,1.6843,8.4217,3.546,False,0.0801,Normal,12,Monday,False,1.2,1.404
155,1,Residential North,North Block,2024-04-01 12:50:00,1.7552,8.7759,3.439,False,0.1046,Normal,12,Monday,False,1.2,1.463
156,1,Residential North,North Block,2024-04-01 12:55:00,1.7272,8.6362,3.244,False,0.1309,Normal,12,Monday,False,1.2,1.439
157,1,Residential North,North Block,2024-04-01 13:00:00,1.6002,8.0009,3.562,False,0.0277,Normal,13,Monday,False,1.2,1.333
158,1,Residential North,North Block,2024-04-01 13:05:00,1.7274,8.637,3.376,False,0.1233,Normal,13,Monday,False,1.2,1.439
159,1,Residential North,North Block,2024-04-01 13:10:00,1.7392,8.696,3.69,False,0.008,Normal,13,Monday,False,1.2,1.449
160,1,Residential North,North Block,2024-04-01 13:15:00,1.6165,8.0825,3.402,False,0.1491,Normal,13,Monday,False,1.2,1.347
161,1,Residential North,North Block,2024-04-01 13:20:00,1.6711,8.3553,3.092,False,0.1186,Normal,13,Monday,False,1.2,1.393
162,1,Residential North,North Block,2024-04-01 13:25:00,1.5986,7.9932,3.454,False,0.0664,Normal,13,Monday,False,1.2,1.332
163,1,Residential North,North Block,2024-04-01 13:30:00,1.7148,8.5738,3.484,False,0.0932,Normal,13,Monday,False,1.2,1.429
164,1,Residential North,North Block,2024-04-01 13:35:00,1.6546,8.2729,2.773,False,0.0312,Normal,13,Monday,False,1.2,1.379
165,1,Residential North,North Block,2024-04-01 13:40:00,1.6449,8.2247,3.352,False,0.0261,Normal,13,Monday,False,1.2,1.371
166,1,Residential North,North Block,2024-04-01 13:45:00,1.7293,8.6465,3.506,False,0.0891,Normal,13,Monday,False,1.2,1.441
167,1,Residential North,North Block,2024-04-01 13:50:00,1.6746,8.3728,3.967,False,0.1054,Normal,13,Monday,False,1.2,1.395
168,1,Residential North,North Block,2024-04-01 13:55:00,1.6114,8.0572,2.871,False,0.1182,Normal,13,Monday,False,1.2,1.343
169,1,Residential North,North Block,2024-04-01 14:00:00,1.5417,7.7084,2.907,False,0.0638,Normal,14,Monday,False,1.2,1.285
170,1,Residential North,North Block,2024-04-01 14:05:00,1.537,7.6851,2.975,False,0.124,Normal,14,Monday,False,1.2,1.281
171,1,Residential North,North Block,2024-04-01 14:10:00,1.6416,8.2081,3.722,False,0.1123,Normal,14,Monday,False,1.2,1.368
172,1,Residential North,North Block,2024-04-01 14:15:00,1.6083,8.0413,3.65,False,0.1033,Normal,14,Monday,False,1.2,1.34
173,1,Residential North,North Block,2024-04-01 14:20:00,1.6818,8.4092,3.375,False,0.0741,Normal,14,Monday,False,1.2,1.402
174,1,Residential North,North Block,2024-04-01 14:25:00,1.6775,8.3876,3.579,False,0.0483,Normal,14,Monday,False,1.2,1.398
175,1,Residential North,North Block,2024-04-01 14:30:00,1.7445,8.7226,3.916,False,0.1254,Normal,14,Monday,False,1.2,1.454
176,1,Residential North,North Block,2024-04-01 14:35:00,1.8408,9.2041,3.14,False,0.1008,Normal,14,Monday,False,1.2,1.534
177,1,Residential North,North Block,2024-04-01 14:40:00,1.7133,8.5665,3.626,False,0.0706,Normal,14,Monday,False,1.2,1.428
178,1,Residential North,North Block,2024-04-01 14:45:00,1.6485,8.2425,3.404,False,0.0878,Normal,14,Monday,False,1.2,1.374
179,1,Residential North,North Block,2024-04-01 14:50:00,1.5895,7.9474,3.507,False,0.0522,Normal,14,Monday,False,1.2,1.325
180,1,Residential North,North Block,2024-04-01 14:55:00,1.5587,7.7935,2.981,False,0.0495,Normal,14,Monday,False,1.2,1.299
181,1,Residential North,North Block,2024-04-01 15:00:00,1.505,7.5251,4.202,False,0.122,Normal,15,Monday,False,1.2,1.254
182,1,Residential North,North Block,2024-04-01 15:05:00,1.4894,7.4468,3.573,False,0.0485,Normal,15,Monday,False,1.2,1.241
183,1,Residential North,North Block,2024-04-01 15:10:00,1.48,7.3998,3.704,False,0.1482,Normal,15,Monday,False,1.2,1.233
184,1,Residential North,North Block,2024-04-01 15:15:00,1.4797,7.3983,3.418,False,0.0281,Normal,15,Monday,False,1.2,1.233
185,1,Residential North,North Block,2024-04-01 15:20:00,1.5428,7.7141,3.08,False,0.114,Normal,15,Monday,False,1.2,1.286
186,1,Residential North,North Block,2024-04-01 15:25:00,1.4084,7.0421,3.291,False,0.0657,Normal,15,Monday,False,1.2,1.174
187,1,Residential North,North Block,2024-04-01 15:30:00,1.6561,8.2803,4.058,False,0.0913,Normal,15,Monday,False,1.2,1.38
188,1,Residential North,North Block,2024-04-01 15:35:00,1.5807,7.9037,3.818,False,0.0828,Normal,15,Monday,False,1.2,1.317
189,1,Residential North,North Block,2024-04-01 15:40:00,1.6718,8.3591,3.468,False,0.0692,Normal,15,Monday,False,1.2,1.393
190,1,Residential North,North Block,2024-04-01 15:45:00,1.5742,7.871,3.194,False,0.1075,Normal,15,Monday,False,1.2,1.312
191,1,Residential North,North Block,2024-04-01 15:50:00,1.5227,7.6136,4.063,False,0.147,Normal,15,Monday,False,1.2,1.269
192,1,Residential North,North Block,2024-04-01 15:55:00,1.4834,7.4171,3.407,False,0.1383,Normal,15,Monday,False,1.2,1.236
193,1,Residential North,North Block,2024-04-01 16:00:00,1.527,7.6351,3.088,False,0.0414,Normal,16,Monday,False,1.2,1.273
194,1,Residential North,North Block,2024-04-01 16:05:00,1.3195,6.5976,3.857,False,0.0762,Normal,16,Monday,False,1.2,1.1
195,1,Residential North,North Block,2024-04-01 16:10:00,1.4296,7.1482,3.747,False,0.088,Normal,16,Monday,False,1.2,1.191
196,1,Residential North,North Block,2024-04-01 16:15:00,1.406,7.0302,3.511,False,0.0808,Normal,16,Monday,False,1.2,1.172
197,1,Residential North,North Block,2024-04-01 16:20:00,1.3688,6.8441,3.38,False,0.0683,Normal,16,Monday,False,1.2,1.141
198,1,Residential North,North Block,2024-04-01 16:25:00,1.4749,7.3744,3.93,False,0.0858,Normal,16,Monday,False,1.2,1.229
199,1,Residential North,North Block,2024-04-01 16:30:00,1.4429,7.2143,3.412,False,0.1117,Normal,16,Monday,False,1.2,1.202
200,1,Residential North,North Block,2024-04-01 16:35:00,1.4623,7.3115,3.225,False,0.0996,Normal,16,Monday,False,1.2,1.219
201,1,Residential North,North Block,2024-04-01 16:40:00,1.5097,7.5483,3.458,False,0.0056,Normal,16,Monday,False,1.2,1.258
202,1,Residential North,North Block,2024-04-01 16:45:00,1.3378,6.689,3.175,False,0.1311,Normal,16,Monday,False,1.2,1.115
203,1,Residential North,North Block,2024-04-01 16:50:00,1.3746,6.8729,3.446,False,0.1084,Normal,16,Monday,False,1.2,1.145
204,1,Residential North,North Block,2024-04-01 16:55:00,1.4204,7.1022,3.356,False,0.0704,Normal,16,Monday,False,1.2,1.184
205,1,Residential North,North Block,2024-04-01 17:00:00,1.2756,6.3778,3.891,False,0.0975,Normal,17,Monday,False,1.2,1.063
206,1,Residential North,North Block,2024-04-01 17:05:00,1.3955,6.9775,3.024,False,0.057,Normal,17,Monday,False,1.2,1.163
207,1,Residential North,North Block,2024-04-01 17:10:00,1.3045,6.5223,3.003,False,0.1309,Normal,17,Monday,False,1.2,1.087
